,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__bagging_fraction,param_classifier__bagging_freq,param_classifier__device,param_classifier__feature_fraction,param_classifier__importance_type,param_classifier__lambda_l1,param_classifier__lambda_l2,param_classifier__learning_rate,param_classifier__metric,param_classifier__min_child_samples,param_classifier__n_jobs,param_classifier__num_leaves,param_classifier__objective,param_classifier__random_state,param_classifier__scale_pos_weight,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_balanced_accuracy_score,split1_test_balanced_accuracy_score,split2_test_balanced_accuracy_score,split3_test_balanced_accuracy_score,split4_test_balanced_accuracy_score,split5_test_balanced_accuracy_score,split6_test_balanced_accuracy_score,split7_test_balanced_accuracy_score,split8_test_balanced_accuracy_score,split9_test_balanced_accuracy_score,mean_test_balanced_accuracy_score,std_test_balanced_accuracy_score,rank_test_balanced_accuracy_score,split0_train_balanced_accuracy_score,split1_train_balanced_accuracy_score,split2_train_balanced_accuracy_score,split3_train_balanced_accuracy_score,split4_train_balanced_accuracy_score,split5_train_balanced_accuracy_score,split6_train_balanced_accuracy_score,split7_train_balanced_accuracy_score,split8_train_balanced_accuracy_score,split9_train_balanced_accuracy_score,mean_train_balanced_accuracy_score,std_train_balanced_accuracy_score,split0_test_rocauc,split1_test_rocauc,split2_test_rocauc,split3_test_rocauc,split4_test_rocauc,split5_test_rocauc,split6_test_rocauc,split7_test_rocauc,split8_test_rocauc,split9_test_rocauc,mean_test_rocauc,std_test_rocauc,rank_test_rocauc,split0_train_rocauc,split1_train_rocauc,split2_train_rocauc,split3_train_rocauc,split4_train_rocauc,split5_train_rocauc,split6_train_rocauc,split7_train_rocauc,split8_train_rocauc,split9_train_rocauc,mean_train_rocauc,std_train_rocauc,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,split5_test_average_precision,split6_test_average_precision,split7_test_average_precision,split8_test_average_precision,split9_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_train_average_precision,split1_train_average_precision,split2_train_average_precision,split3_train_average_precision,split4_train_average_precision,split5_train_average_precision,split6_train_average_precision,split7_train_average_precision,split8_train_average_precision,split9_train_average_precision,mean_train_average_precision,std_train_average_precision,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,split5_train_precision,split6_train_precision,split7_train_precision,split8_train_precision,split9_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,split5_test_specificity,split6_test_specificity,split7_test_specificity,split8_test_specificity,split9_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_train_specificity,split1_train_specificity,split2_train_specificity,split3_train_specificity,split4_train_specificity,split5_train_specificity,split6_train_specificity,split7_train_specificity,split8_train_specificity,split9_train_specificity,mean_train_specificity,std_train_specificity,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1
0,2.479809880256653,0.2684104357548996,0.012914514541625977,0.004592674732892228,0.6990217576078487,4,gpu,0.5225363509088412,gain,7.254996332303192e-07,0.02176521958879147,0.01,binary__logloss,38,-1,199,binary,42,4.149779735682819,"{'classifier__bagging_fraction': 0.6990217576078487, 'classifier__bagging_freq': 4, 'classifier__device': 'gpu', 'classifier__feature_fraction': 0.5225363509088412, 'classifier__importance_type': 'gain', 'classifier__lambda_l1': 7.254996332303192e-07, 'classifier__lambda_l2': 0.02176521958879147, 'classifier__learning_rate': 0.01, 'classifier__metric': 'binary__logloss', 'classifier__min_child_samples': 38, 'classifier__n_jobs': -1, 'classifier__num_leaves': 199, 'classifier__objective': 'binary', 'classifier__random_state': 42, 'classifier__scale_pos_weight': 4.149779735682819}",0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8034188034188035,0.8034188034188035,0.8034188034188035,0.8034188034188035,0.8068669527896996,0.8068669527896996,0.8058178350023845,0.0019818500922237046,1,0.8056083650190115,0.8056083650190115,0.8056083650190115,0.8056083650190115,0.8060836501901141,0.8060836501901141,0.8060836501901141,0.8060836501901141,0.8057007125890736,0.8057007125890736,0.805816948601465,0.00022035630560110855,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.6835978835978835,0.7216931216931217,0.7077013521457967,0.6872427983539096,0.7808741905642923,0.602913968547641,0.72236355226642,0.6889454209065681,0.5893617021276596,0.6598108747044917,0.6844504864907786,0.05384093926172689,1,0.9172728649631089,0.9188725649292108,0.8831122747041134,0.8909722973509026,0.9126448043840177,0.8734869242508323,0.8918923996485386,0.8944445407880135,0.8583910942473588,0.8992725584721133,0.894036232373821,0.018321615081796756,0.3624012513570567,0.3360937584827095,0.4036076467745781,0.3318267288301905,0.4221638195034243,0.29741527700559023,0.3874193906754619,0.3181408233841728,0.2509904641902395,0.3542469714556225,0.34643061316590457,0.04861350610792785,1,0.7305518712888085,0.7430938784647356,0.6765829250893284,0.6767533480649286,0.7117658229402429,0.6409484472835253,0.6533110329200762,0.6749280445833575,0.60201903680972,0.7072092343755367,0.681716364182026,0.040770795071679855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
