,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,param_classifier__max_iter,param_classifier__n_jobs,param_classifier__penalty,param_classifier__random_state,param_classifier__solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_balanced_accuracy_score,split1_test_balanced_accuracy_score,split2_test_balanced_accuracy_score,split3_test_balanced_accuracy_score,split4_test_balanced_accuracy_score,split5_test_balanced_accuracy_score,split6_test_balanced_accuracy_score,split7_test_balanced_accuracy_score,split8_test_balanced_accuracy_score,split9_test_balanced_accuracy_score,mean_test_balanced_accuracy_score,std_test_balanced_accuracy_score,rank_test_balanced_accuracy_score,split0_train_balanced_accuracy_score,split1_train_balanced_accuracy_score,split2_train_balanced_accuracy_score,split3_train_balanced_accuracy_score,split4_train_balanced_accuracy_score,split5_train_balanced_accuracy_score,split6_train_balanced_accuracy_score,split7_train_balanced_accuracy_score,split8_train_balanced_accuracy_score,split9_train_balanced_accuracy_score,mean_train_balanced_accuracy_score,std_train_balanced_accuracy_score,split0_test_rocauc,split1_test_rocauc,split2_test_rocauc,split3_test_rocauc,split4_test_rocauc,split5_test_rocauc,split6_test_rocauc,split7_test_rocauc,split8_test_rocauc,split9_test_rocauc,mean_test_rocauc,std_test_rocauc,rank_test_rocauc,split0_train_rocauc,split1_train_rocauc,split2_train_rocauc,split3_train_rocauc,split4_train_rocauc,split5_train_rocauc,split6_train_rocauc,split7_train_rocauc,split8_train_rocauc,split9_train_rocauc,mean_train_rocauc,std_train_rocauc,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,split5_test_average_precision,split6_test_average_precision,split7_test_average_precision,split8_test_average_precision,split9_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_train_average_precision,split1_train_average_precision,split2_train_average_precision,split3_train_average_precision,split4_train_average_precision,split5_train_average_precision,split6_train_average_precision,split7_train_average_precision,split8_train_average_precision,split9_train_average_precision,mean_train_average_precision,std_train_average_precision,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,split5_train_precision,split6_train_precision,split7_train_precision,split8_train_precision,split9_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,split5_test_specificity,split6_test_specificity,split7_test_specificity,split8_test_specificity,split9_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_train_specificity,split1_train_specificity,split2_train_specificity,split3_train_specificity,split4_train_specificity,split5_train_specificity,split6_train_specificity,split7_train_specificity,split8_train_specificity,split9_train_specificity,mean_train_specificity,std_train_specificity,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1
0,1.9611881017684936,0.29541392442873204,0.03520984649658203,0.009100212396459903,0.0013690257062054438,balanced,1000,-1,l2,42,liblinear,"{'classifier__C': 0.0013690257062054438, 'classifier__class_weight': 'balanced', 'classifier__max_iter': 1000, 'classifier__n_jobs': -1, 'classifier__penalty': 'l2', 'classifier__random_state': 42, 'classifier__solver': 'liblinear'}",0.6752136752136753,0.6666666666666666,0.7136752136752137,0.7051282051282052,0.6495726495726496,0.5512820512820513,0.6111111111111112,0.5769230769230769,0.6008583690987125,0.6781115879828327,0.6428542606654195,0.05224911749096578,1,0.6630228136882129,0.6615969581749049,0.6596958174904943,0.6668250950570342,0.6677756653992395,0.6682509505703422,0.6701520912547528,0.6806083650190115,0.6764845605700712,0.6603325415676959,0.667474485879176,0.006540969961420667,0.6550264550264551,0.6158730158730159,0.6619047619047619,0.6566137566137566,0.6751850138760407,0.5319148936170213,0.6512488436632747,0.6135522664199815,0.617434988179669,0.6822104018912529,0.636096439706523,0.04177158806154414,1,0.673061860354415,0.6712493959654096,0.6663594204152873,0.6772767596339009,0.666423880873104,0.6741641231964484,0.6660365797262301,0.6799678597854236,0.6749240266180745,0.664900441712414,0.6714364348280707,0.005019507857100232,0.6931216931216931,0.6955908289241622,0.7312169312169312,0.7079365079365079,0.7680388529139686,0.5669518963922294,0.7379740980573543,0.650786308973173,0.642080378250591,0.7153664302600473,0.6909063926046658,0.05482993027815193,1,0.7337054907645815,0.7308292042610584,0.7275908576209331,0.7336766413513066,0.7249815020347762,0.7452136514983352,0.7316552210506844,0.7399128283388826,0.7379812128062002,0.7291065991604004,0.7334653208887159,0.005794806041487424,0.33455270578058616,0.3822024594744339,0.4175404669765106,0.3396672271220791,0.4617087330433045,0.2666145817023877,0.37280336120010016,0.3236312013917669,0.2619843305804722,0.376119418184384,0.3536824485456026,0.059063315019795136,1,0.3911724925851769,0.38145467132230815,0.3784908154415327,0.38868939986428985,0.3735851173605347,0.400239218574344,0.38478880737623666,0.38827008019516507,0.3958513277507769,0.38413073743049925,0.38666726679008645,0.0075540100359646496,0.3218390804597701,0.2962962962962963,0.35135135135135137,0.34210526315789475,0.3235294117647059,0.21904761904761905,0.2972972972972973,0.26956521739130435,0.27358490566037735,0.33695652173913043,0.3031572964165747,0.03860678129973247,1,0.3263888888888889,0.3248554913294798,0.32171893147502906,0.3302325581395349,0.32533013205282113,0.3290094339622642,0.32645631067961167,0.33863080684596575,0.33454987834549876,0.3212616822429907,0.3278434113962085,0.005181935611078667,0.6222222222222222,0.5333333333333333,0.5777777777777777,0.5777777777777777,0.717391304347826,0.5,0.717391304347826,0.6739130434782609,0.6444444444444445,0.6888888888888889,0.6253140096618358,0.07240100341389923,1,0.6894865525672371,0.687041564792176,0.6772616136919315,0.6943765281173594,0.6642156862745098,0.6838235294117647,0.6593137254901961,0.678921568627451,0.6723716381418093,0.6723716381418093,0.6779184045256246,0.010581417442724709,0.6878306878306878,0.6984126984126984,0.746031746031746,0.7354497354497355,0.6329787234042553,0.5638297872340425,0.5851063829787234,0.5531914893617021,0.5904255319148937,0.675531914893617,0.6468788697512102,0.06760205907834857,1,0.6566371681415929,0.6554572271386431,0.6554572271386431,0.6601769911504425,0.6686320754716981,0.6645047169811321,0.6727594339622641,0.6810141509433962,0.6774764150943396,0.6574292452830188,0.664954465130517,0.009046452611509532,0.42424242424242425,0.38095238095238093,0.4369747899159664,0.4297520661157025,0.44594594594594594,0.304635761589404,0.42038216560509556,0.38509316770186336,0.3841059602649007,0.45255474452554745,0.4064639406859231,0.0420031404442217,1,0.4430479183032207,0.4411302982731554,0.43622047244094486,0.44759653270291566,0.43674456083803387,0.4442675159235669,0.4366883116883117,0.45187601957585644,0.44679122664500404,0.43478260869565216,0.4419145465086662,0.005477803050572622
