,0
1,0.24489795918367346
2,0.0
3,0.02040816326530612
4,0.04081632653061224
753,0.0
754,0.16326530612244897
6,0.20408163265306123
7,0.0
8,0.12244897959183673
11,0.20408163265306123
12,0.0
13,0.20408163265306123
15,0.0
18,0.0
19,0.0
755,0.0
756,0.12244897959183673
26,0.12244897959183673
28,0.12244897959183673
757,0.12244897959183673
29,0.04081632653061224
11300,0.04081632653061224
11301,0.2653061224489796
11355,0.02040816326530612
31,0.16326530612244897
33,0.04081632653061224
34,0.061224489795918366
35,0.061224489795918366
760,0.0
761,0.0
40,0.10204081632653061
41,0.04081632653061224
42,0.04081632653061224
43,0.16326530612244897
44,0.0
45,0.0
46,0.02040816326530612
47,0.02040816326530612
48,0.14285714285714285
49,0.10204081632653061
762,0.0
763,0.02040816326530612
764,0.16326530612244897
11302,0.0
50,0.061224489795918366
52,0.1836734693877551
54,0.12244897959183673
58,0.02040816326530612
59,0.0
61,0.0
63,0.02040816326530612
64,0.0
65,0.0
66,0.08163265306122448
766,0.0
68,0.0
69,0.061224489795918366
71,0.0
72,0.0
73,0.0
74,0.1836734693877551
768,0.14285714285714285
769,0.20408163265306123
75,0.0
79,0.0
80,0.04081632653061224
11303,0.20408163265306123
82,0.12244897959183673
83,0.0
771,0.0
772,0.04081632653061224
773,0.08163265306122448
84,0.08163265306122448
11304,0.0
85,0.0
86,0.0
89,0.04081632653061224
90,0.1836734693877551
775,0.0
94,0.0
776,0.0
777,0.0
778,0.02040816326530612
779,0.30612244897959184
780,0.2653061224489796
96,0.1836734693877551
97,0.12244897959183673
98,0.12244897959183673
99,0.02040816326530612
101,0.0
102,0.0
781,0.04081632653061224
782,0.0
103,0.3877551020408163
104,0.061224489795918366
11305,0.02040816326530612
11306,0.0
110,0.1836734693877551
784,0.0
785,0.0
786,0.0
115,0.04081632653061224
116,0.08163265306122448
787,0.04081632653061224
117,0.04081632653061224
119,0.0
120,0.12244897959183673
121,0.16326530612244897
789,0.0
122,0.04081632653061224
124,0.0
125,0.04081632653061224
126,0.0
127,0.0
129,0.12244897959183673
130,0.08163265306122448
132,0.12244897959183673
133,0.1836734693877551
135,0.0
136,0.12244897959183673
139,0.20408163265306123
791,0.04081632653061224
141,0.14285714285714285
792,0.12244897959183673
143,0.04081632653061224
144,0.10204081632653061
145,0.0
794,0.0
795,0.2653061224489796
796,0.1836734693877551
148,0.0
11308,0.0
11309,0.0
149,0.061224489795918366
150,0.0
151,0.14285714285714285
11357,0.0
11358,0.061224489795918366
11359,0.04081632653061224
11360,0.2653061224489796
11361,0.1836734693877551
153,0.0
154,0.10204081632653061
155,0.0
156,0.08163265306122448
798,0.20408163265306123
158,0.04081632653061224
159,0.0
160,0.08163265306122448
161,0.20408163265306123
164,0.04081632653061224
166,0.0
799,0.0
167,0.12244897959183673
170,0.0
174,0.02040816326530612
175,0.061224489795918366
176,0.0
177,0.0
11362,0.0
11381,0.0
11382,0.04081632653061224
801,0.0
802,0.0
803,0.04081632653061224
11312,0.0
805,0.24489795918367346
806,0.0
181,0.0
807,0.02040816326530612
183,0.0
184,0.0
185,0.02040816326530612
186,0.0
187,0.02040816326530612
188,0.12244897959183673
189,0.0
190,0.0
193,0.04081632653061224
194,0.12244897959183673
195,0.0
196,0.10204081632653061
197,0.0
198,0.0
199,0.0
808,0.16326530612244897
205,0.0
207,0.12244897959183673
210,0.0
211,0.0
811,0.12244897959183673
212,0.0
812,0.12244897959183673
813,0.0
814,0.0
215,0.02040816326530612
216,0.08163265306122448
217,0.02040816326530612
218,0.02040816326530612
220,0.12244897959183673
221,0.2857142857142857
222,0.04081632653061224
815,0.02040816326530612
816,0.02040816326530612
817,0.0
818,0.08163265306122448
228,0.14285714285714285
229,0.0
819,0.061224489795918366
820,0.30612244897959184
233,0.0
234,0.32653061224489793
822,0.0
823,0.061224489795918366
824,0.0
825,0.0
826,0.0
235,0.0
236,0.061224489795918366
238,0.14285714285714285
240,0.04081632653061224
241,0.02040816326530612
827,0.0
828,0.0
244,0.04081632653061224
245,0.0
246,0.04081632653061224
247,0.12244897959183673
249,0.0
831,0.0
251,0.0
832,0.04081632653061224
833,0.0
252,0.12244897959183673
253,0.0
254,0.0
257,0.04081632653061224
258,0.0
259,0.0
261,0.04081632653061224
11317,0.0
11318,0.0
263,0.0
835,0.02040816326530612
11319,0.1836734693877551
267,0.20408163265306123
268,0.1836734693877551
269,0.02040816326530612
270,0.0
271,0.02040816326530612
273,0.04081632653061224
274,0.0
836,0.22448979591836735
275,0.0
837,0.08163265306122448
277,0.02040816326530612
11321,0.16326530612244897
278,0.16326530612244897
281,0.0
282,0.12244897959183673
283,0.02040816326530612
284,0.02040816326530612
285,0.20408163265306123
840,0.0
841,0.0
842,0.0
287,0.16326530612244897
288,0.0
289,0.02040816326530612
291,0.04081632653061224
292,0.0
293,0.0
294,0.061224489795918366
295,0.0
296,0.0
297,0.0
298,0.0
299,0.2857142857142857
301,0.0
302,0.02040816326530612
303,0.20408163265306123
305,0.0
306,0.0
844,0.0
845,0.061224489795918366
307,0.04081632653061224
846,0.0
847,0.061224489795918366
848,0.02040816326530612
309,0.0
310,0.20408163265306123
312,0.16326530612244897
313,0.0
11363,0.0
849,0.14285714285714285
314,0.0
315,0.02040816326530612
316,0.04081632653061224
851,0.0
318,0.0
852,0.02040816326530612
319,0.04081632653061224
853,0.14285714285714285
321,0.12244897959183673
322,0.12244897959183673
324,0.12244897959183673
326,0.08163265306122448
327,0.20408163265306123
328,0.14285714285714285
11377,0.0
854,0.08163265306122448
855,0.08163265306122448
330,0.16326530612244897
332,0.0
333,0.04081632653061224
334,0.16326530612244897
11323,0.02040816326530612
335,0.0
337,0.12244897959183673
338,0.0
856,0.2653061224489796
341,0.0
342,0.0
343,0.0
344,0.061224489795918366
345,0.2857142857142857
346,0.0
347,0.0
348,0.0
350,0.0
351,0.12244897959183673
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
354,0.14285714285714285
355,0.0
356,0.04081632653061224
358,0.0
359,0.08163265306122448
864,0.04081632653061224
865,0.0
361,0.0
363,0.02040816326530612
11324,0.0
365,0.08163265306122448
366,0.14285714285714285
367,0.04081632653061224
368,0.08163265306122448
370,0.12244897959183673
371,0.0
372,0.0
373,0.0
374,0.04081632653061224
375,0.04081632653061224
376,0.20408163265306123
377,0.0
378,0.0
379,0.16326530612244897
867,0.0
868,0.2857142857142857
869,0.22448979591836735
380,0.02040816326530612
870,0.02040816326530612
381,0.0
382,0.02040816326530612
383,0.16326530612244897
872,0.04081632653061224
873,0.3469387755102041
385,0.0
874,0.0
875,0.14285714285714285
388,0.0
389,0.16326530612244897
11327,0.16326530612244897
390,0.20408163265306123
392,0.12244897959183673
396,0.0
397,0.0
398,0.061224489795918366
11329,0.02040816326530612
399,0.02040816326530612
877,0.20408163265306123
400,0.0
402,0.0
403,0.12244897959183673
404,0.0
406,0.0
11366,0.12244897959183673
11367,0.08163265306122448
409,0.08163265306122448
410,0.04081632653061224
411,0.08163265306122448
412,0.0
879,0.20408163265306123
880,0.24489795918367346
413,0.0
415,0.0
881,0.061224489795918366
418,0.0
419,0.0
420,0.0
421,0.02040816326530612
422,0.04081632653061224
424,0.12244897959183673
882,0.0
883,0.0
884,0.04081632653061224
426,0.12244897959183673
427,0.1836734693877551
428,0.04081632653061224
885,0.08163265306122448
11330,0.10204081632653061
429,0.04081632653061224
430,0.04081632653061224
432,0.02040816326530612
434,0.0
438,0.08163265306122448
439,0.0
440,0.04081632653061224
441,0.12244897959183673
442,0.0
11332,0.20408163265306123
886,0.061224489795918366
887,0.061224489795918366
443,0.0
444,0.02040816326530612
445,0.0
446,0.04081632653061224
448,0.04081632653061224
450,0.08163265306122448
889,0.0
890,0.0
451,0.20408163265306123
891,0.0
452,0.02040816326530612
892,0.02040816326530612
454,0.0
455,0.0
456,0.10204081632653061
458,0.14285714285714285
463,0.0
464,0.24489795918367346
465,0.16326530612244897
466,0.0
468,0.02040816326530612
469,0.0
470,0.0
471,0.12244897959183673
894,0.04081632653061224
475,0.061224489795918366
476,0.0
477,0.0
11369,0.0
478,0.16326530612244897
479,0.02040816326530612
480,0.2653061224489796
11333,0.04081632653061224
483,0.1836734693877551
484,0.0
485,0.0
11334,0.04081632653061224
487,0.0
489,0.0
490,0.04081632653061224
491,0.10204081632653061
492,0.16326530612244897
493,0.12244897959183673
494,0.1836734693877551
495,0.14285714285714285
896,0.061224489795918366
496,0.16326530612244897
497,0.0
498,0.10204081632653061
897,0.0
898,0.0
500,0.0
501,0.20408163265306123
502,0.16326530612244897
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.04081632653061224
509,0.02040816326530612
511,0.04081632653061224
512,0.20408163265306123
513,0.0
516,0.0
900,0.12244897959183673
901,0.12244897959183673
518,0.12244897959183673
519,0.0
520,0.04081632653061224
902,0.04081632653061224
521,0.0
903,0.14285714285714285
523,0.16326530612244897
905,0.0
524,0.0
525,0.0
11378,0.0
528,0.14285714285714285
907,0.16326530612244897
531,0.0
532,0.16326530612244897
533,0.1836734693877551
534,0.0
535,0.02040816326530612
536,0.0
537,0.04081632653061224
538,0.02040816326530612
539,0.10204081632653061
540,0.04081632653061224
11335,0.04081632653061224
541,0.0
544,0.0
545,0.12244897959183673
546,0.02040816326530612
547,0.0
548,0.0
549,0.04081632653061224
550,0.061224489795918366
909,0.0
11370,0.061224489795918366
11336,0.04081632653061224
557,0.0
558,0.08163265306122448
559,0.04081632653061224
560,0.0
11337,0.04081632653061224
563,0.04081632653061224
564,0.04081632653061224
565,0.02040816326530612
566,0.04081632653061224
910,0.0
911,0.0
567,0.04081632653061224
568,0.08163265306122448
570,0.16326530612244897
572,0.12244897959183673
913,0.12244897959183673
574,0.20408163265306123
576,0.24489795918367346
578,0.0
579,0.0
580,0.061224489795918366
581,0.0
582,0.0
583,0.0
584,0.02040816326530612
585,0.02040816326530612
586,0.02040816326530612
587,0.02040816326530612
914,0.0
915,0.08163265306122448
589,0.02040816326530612
591,0.14285714285714285
916,0.0
917,0.0
593,0.02040816326530612
594,0.0
597,0.04081632653061224
918,0.0
598,0.12244897959183673
599,0.0
602,0.20408163265306123
603,0.0
604,0.02040816326530612
607,0.02040816326530612
609,0.14285714285714285
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
921,0.0
922,0.0
923,0.12244897959183673
924,0.04081632653061224
616,0.061224489795918366
617,0.12244897959183673
620,0.0
621,0.04081632653061224
623,0.12244897959183673
925,0.0
625,0.0
628,0.1836734693877551
629,0.061224489795918366
630,0.30612244897959184
632,0.02040816326530612
635,0.02040816326530612
636,0.04081632653061224
637,0.02040816326530612
929,0.0
930,0.0
638,0.0
639,0.0
640,0.0
643,0.0
644,0.16326530612244897
646,0.0
648,0.02040816326530612
649,0.0
650,0.0
931,0.12244897959183673
654,0.0
655,0.0
656,0.04081632653061224
657,0.0
658,0.0
932,0.0
659,0.04081632653061224
661,0.04081632653061224
11340,0.0
11341,0.04081632653061224
11342,0.1836734693877551
11343,0.14285714285714285
11345,0.08163265306122448
11346,0.0
662,0.22448979591836735
663,0.14285714285714285
665,0.0
666,0.1836734693877551
667,0.22448979591836735
934,0.0
935,0.0
936,0.0
937,0.0
938,0.04081632653061224
939,0.04081632653061224
940,0.14285714285714285
941,0.12244897959183673
942,0.12244897959183673
943,0.12244897959183673
668,0.08163265306122448
669,0.10204081632653061
670,0.14285714285714285
671,0.1836734693877551
673,0.20408163265306123
674,0.08163265306122448
675,0.02040816326530612
676,0.02040816326530612
11372,0.14285714285714285
11373,0.061224489795918366
11348,0.04081632653061224
11349,0.10204081632653061
11350,0.14285714285714285
681,0.16326530612244897
682,0.0
684,0.1836734693877551
689,0.02040816326530612
690,0.0
691,0.0
692,0.30612244897959184
693,0.30612244897959184
694,0.2857142857142857
695,0.32653061224489793
696,0.32653061224489793
697,0.0
699,0.0
701,0.20408163265306123
946,0.061224489795918366
947,0.0
948,0.12244897959183673
703,0.0
704,0.0
11352,0.04081632653061224
